t_s,state_kettle,power_kettle,state_fan,power_fan,state_beam_projector,power_beam_projector,state_laptop_charger,power_laptop_charger,state_minipc,power_minipc
0.0,0,0.0,0,0.0,1,48.1966,1,45.6821,0,0.0
0.016666666666666666,0,0.0,0,0.0,1,48.8706,1,42.2812,0,0.0
0.03333333333333333,0,0.0,0,0.0,1,47.5368,1,41.7994,0,0.0
0.05,0,0.0,0,0.0,1,49.2698,1,39.3524,0,0.0
0.06666666666666667,0,0.0,0,0.0,1,48.463,1,38.5709,0,0.0
0.08333333333333333,0,0.0,0,0.0,1,47.5761,1,40.0567,0,0.0
0.1,0,0.0,0,0.0,1,48.7496,1,39.2136,0,0.0
0.11666666666666667,0,0.0,0,0.0,1,48.5534,1,39.0399,0,0.0
0.13333333333333333,0,0.0,0,0.0,1,48.501,1,40.1773,0,0.0
0.15,0,0.0,0,0.0,1,48.3895,1,39.0561,0,0.0
0.16666666666666666,0,0.0,0,0.0,1,47.9638,1,38.1905,0,0.0
0.18333333333333332,0,0.0,0,0.0,1,48.6211,1,39.9019,0,0.0
0.2,0,0.0,0,0.0,1,47.9146,1,38.7923,0,0.0
0.21666666666666667,0,0.0,0,0.0,1,48.8624,1,39.9592,0,0.0
0.23333333333333334,0,0.0,0,0.0,1,47.3966,1,38.5501,0,0.0
0.25,0,0.0,0,0.0,1,48.847,1,39.3892,0,0.0
0.26666666666666666,0,0.0,0,0.0,1,48.1793,1,45.1406,0,0.0
0.2833333333333333,0,0.0,0,0.0,1,48.5424,1,46.9434,0,0.0
0.3,0,0.0,0,0.0,1,47.822,1,48.7627,0,0.0
0.31666666666666665,0,0.0,0,0.0,1,48.4786,1,48.0954,0,0.0
0.3333333333333333,0,0.0,0,0.0,1,47.7582,1,47.2347,0,0.0
0.35,0,0.0,0,0.0,1,48.545,1,44.3051,0,0.0
0.36666666666666664,0,0.0,0,0.0,1,47.996,1,43.4699,0,0.0
0.38333333333333336,0,0.0,0,0.0,1,49.0824,1,43.8564,0,0.0
0.4,0,0.0,0,0.0,1,47.5573,1,45.4367,0,0.0
0.4166666666666667,0,0.0,0,0.0,1,48.229,1,39.3977,0,0.0
0.43333333333333335,0,0.0,0,0.0,1,48.1651,1,38.7823,0,0.0
0.45,0,0.0,0,0.0,1,48.4196,1,41.4899,0,0.0
0.4666666666666667,0,0.0,0,0.0,1,48.193,1,39.7085,0,0.0
0.48333333333333334,0,0.0,0,0.0,1,48.1631,1,39.5528,0,0.0
0.5,0,0.0,0,0.0,1,48.4781,1,39.7707,0,0.0
0.5166666666666667,0,0.0,0,0.0,1,48.0664,1,39.4525,0,0.0
0.5333333333333333,1,1256.9615,0,0.0,1,47.8282,1,38.7709,0,0.0
0.55,1,1257.9934,0,0.0,1,48.5947,1,39.2005,0,0.0
0.5666666666666667,1,1259.6339,0,0.0,1,47.7724,1,39.7578,0,0.0
0.5833333333333334,1,1259.621,0,0.0,1,48.1809,1,39.1092,0,0.0
0.6,1,1259.8057,0,0.0,1,48.4839,1,39.981,0,0.0
0.6166666666666667,1,1260.1826,0,0.0,1,48.2515,1,39.2064,0,0.0
0.6333333333333333,1,1258.248,0,0.0,1,48.3291,1,40.0946,0,0.0
0.65,1,1258.8865,0,0.0,1,48.6544,1,39.8955,0,0.0
0.6666666666666666,1,1259.2676,0,0.0,1,47.6085,1,38.6058,0,0.0
0.6833333333333333,1,1260.5635,0,0.0,1,48.2719,1,39.0032,0,0.0
0.7,1,1260.1929,0,0.0,1,48.6497,1,38.3588,0,0.0
0.7166666666666667,1,1260.6542,0,0.0,1,48.63,1,39.391,0,0.0
0.7333333333333333,1,1260.0986,0,0.0,1,47.6009,1,38.6598,0,0.0
0.75,1,1257.4514,0,0.0,1,47.92,1,47.7942,0,0.0
0.7666666666666667,1,1257.0699,0,0.0,1,48.6288,1,41.4373,0,0.0
0.7833333333333333,1,1258.3551,0,0.0,1,47.7632,1,39.606,0,0.0
0.8,1,1260.328,0,0.0,1,48.5037,1,38.469,0,0.0
0.8166666666666667,1,1260.7422,0,0.0,1,48.1556,1,39.6517,0,0.0
0.8333333333333334,1,1259.7227,0,0.0,1,48.4676,1,37.6786,0,0.0
0.85,1,1256.2604,0,0.0,1,47.8706,1,39.7517,0,0.0
0.8666666666666667,1,1258.3354,0,0.0,1,48.8569,1,39.2388,0,0.0
0.8833333333333333,1,1258.1736,0,0.0,1,48.2068,1,38.084,0,0.0
0.9,1,1259.7295,0,0.0,1,48.4339,1,46.1382,0,0.0
0.9166666666666666,1,1259.5149,0,0.0,1,48.371,1,45.1935,0,0.0
0.9333333333333333,1,1256.0275,0,0.0,1,48.4336,1,44.1643,0,0.0
0.95,1,1259.2394,0,0.0,1,48.3669,1,38.9195,0,0.0
0.9666666666666667,1,1259.577,0,0.0,1,48.358,1,39.4499,0,0.0
0.9833333333333333,1,1260.0182,0,0.0,1,48.529,1,42.4967,0,0.0
1.0,1,1259.8936,0,0.0,1,48.0227,1,42.9095,0,0.0
1.0166666666666666,1,1259.9459,0,0.0,1,48.0638,1,51.5773,0,0.0
1.0333333333333334,1,1260.9438,0,0.0,1,48.1035,1,54.564,0,0.0
1.05,1,1260.8776,0,0.0,1,48.3664,1,52.1505,0,0.0
1.0666666666666667,1,1258.2201,0,0.0,1,48.3088,1,49.3692,0,0.0
1.0833333333333333,1,1257.6222,0,0.0,1,48.5732,1,54.8791,0,0.0
1.1,1,1255.9969,0,0.0,1,48.2193,1,48.3817,0,0.0
1.1166666666666667,1,1256.4354,0,0.0,1,47.5466,1,44.0639,0,0.0
1.1333333333333333,1,1256.4172,0,0.0,1,48.2765,1,42.3262,0,0.0
1.15,1,1257.4183,0,0.0,1,48.1108,1,55.577,0,0.0
1.1666666666666667,1,1257.188,0,0.0,1,48.4662,1,53.655,0,0.0
1.1833333333333333,1,1257.1648,0,0.0,1,48.1099,1,46.536,0,0.0
1.2,1,1255.3184,0,0.0,1,48.1434,1,43.9471,0,0.0
1.2166666666666666,1,1254.0018,0,0.0,1,48.4955,1,43.9372,0,0.0
1.2333333333333334,1,1255.5897,0,0.0,1,47.7697,1,42.593,0,0.0
1.25,1,1256.3831,0,0.0,1,47.8702,1,43.2711,0,0.0
1.2666666666666666,1,1257.1941,0,0.0,1,48.1635,1,43.6793,0,0.0
1.2833333333333334,1,1257.2432,0,0.0,1,47.9299,1,42.7459,0,0.0
1.3,1,1257.9714,0,0.0,1,48.8236,1,40.585,0,0.0
1.3166666666666667,1,1256.9526,0,0.0,1,47.7749,1,39.4562,0,0.0
1.3333333333333333,1,1254.3813,0,0.0,1,47.9068,1,40.5998,0,0.0
1.35,1,1254.9031,0,0.0,1,48.3728,1,40.2361,0,0.0
1.3666666666666667,1,1256.9934,0,0.0,1,48.1704,1,39.1624,0,0.0
1.3833333333333333,1,1257.881,0,0.0,1,48.2236,1,39.7039,0,0.0
1.4,1,1258.6486,0,0.0,1,48.4314,1,53.8978,0,0.0
1.4166666666666667,1,1258.7347,0,0.0,1,48.1934,1,45.5858,0,0.0
1.4333333333333333,1,1258.4888,0,0.0,1,48.2316,1,43.346,0,0.0
1.45,1,1256.915,0,0.0,1,48.2926,1,42.8735,0,0.0
1.4666666666666666,1,1254.4497,0,0.0,1,48.2241,1,50.6709,0,0.0
1.4833333333333334,1,1254.9697,0,0.0,1,47.4243,1,53.6422,0,0.0
1.5,1,1253.8125,0,0.0,1,48.391,1,47.3141,0,0.0
1.5166666666666666,1,1254.3899,0,0.0,1,48.1392,1,45.2877,0,0.0
1.5333333333333334,1,1254.7026,0,0.0,1,48.6412,1,43.3351,0,0.0
1.55,1,1255.3049,0,0.0,1,47.7996,1,38.7247,0,0.0
1.5666666666666667,1,1260.4592,0,0.0,1,48.3451,1,39.0521,0,0.0
1.5833333333333333,1,1260.2068,0,0.0,1,48.529,1,42.201,0,0.0
1.6,1,1259.8583,0,0.0,1,47.8916,1,40.2221,0,0.0
1.6166666666666667,1,1260.2067,0,0.0,1,48.139,1,41.0549,0,0.0
1.6333333333333333,1,1260.0992,0,0.0,1,48.6018,1,39.3876,0,0.0
1.65,1,1259.2836,0,0.0,1,47.8403,1,40.024,0,0.0
1.6666666666666667,1,1260.5723,0,0.0,1,48.301,1,41.7048,0,0.0
1.6833333333333333,1,1260.9066,0,0.0,1,48.2367,1,39.7046,0,0.0
1.7,1,1261.0764,0,0.0,1,48.0564,1,39.6784,0,0.0
1.7166666666666666,1,1260.499,0,0.0,1,48.5814,1,38.9598,0,0.0
1.7333333333333334,1,1260.8545,0,0.0,1,48.7814,1,38.7854,0,0.0
1.75,1,1260.4796,0,0.0,1,47.4391,1,38.2565,0,0.0
1.7666666666666666,1,1259.8385,0,0.0,1,48.3252,1,39.2546,0,0.0
1.7833333333333334,1,1257.7452,0,0.0,0,0.0,1,37.9828,0,0.0
1.8,1,1258.5864,0,0.0,0,0.0,1,39.1653,0,0.0
1.8166666666666667,1,1259.5544,0,0.0,0,0.0,1,38.6192,0,0.0
1.8333333333333333,1,1260.6522,0,0.0,0,0.0,1,38.1988,0,0.0
1.85,1,1259.7628,0,0.0,0,0.0,1,38.8575,0,0.0
1.8666666666666667,1,1260.9086,0,0.0,0,0.0,1,39.096,0,0.0
1.8833333333333333,1,1260.7429,0,0.0,0,0.0,1,38.417,0,0.0
1.9,1,1259.3386,0,0.0,0,0.0,1,41.6765,0,0.0
1.9166666666666667,1,1258.8783,0,0.0,0,0.0,1,54.8911,0,0.0
1.9333333333333333,1,1258.8826,0,0.0,0,0.0,1,45.4215,0,0.0
1.95,1,1258.8062,0,0.0,0,0.0,1,40.4908,0,0.0
1.9666666666666666,1,1258.3271,0,0.0,0,0.0,1,39.7637,0,0.0
1.9833333333333334,1,1259.0969,0,0.0,0,0.0,1,42.1672,0,0.0
2.0,1,1260.3578,0,0.0,0,0.0,1,45.0868,0,0.0
2.0166666666666666,1,1260.2178,0,0.0,0,0.0,1,43.907,0,0.0
2.033333333333333,1,1260.136,0,0.0,0,0.0,1,45.0874,0,0.0
2.05,1,1260.2512,0,0.0,0,0.0,1,41.8798,0,0.0
2.066666666666667,1,1251.9734,0,0.0,0,0.0,1,39.1625,0,0.0
2.0833333333333335,1,1252.5693,0,0.0,0,0.0,1,39.1583,0,0.0
2.1,1,1253.7495,0,0.0,0,0.0,1,41.5372,0,0.0
2.1166666666666667,1,1254.9109,0,0.0,0,0.0,1,38.1433,0,0.0
2.1333333333333333,1,1255.2952,0,0.0,0,0.0,1,38.0233,0,0.0
2.15,1,1255.8942,0,0.0,0,0.0,1,38.0279,0,0.0
2.1666666666666665,1,1255.278,0,0.0,0,0.0,1,40.7962,0,0.0
2.183333333333333,1,1252.9464,0,0.0,0,0.0,1,40.7643,0,0.0
2.2,1,1253.7689,0,0.0,0,0.0,1,38.8887,0,0.0
2.216666666666667,1,1254.1786,0,0.0,0,0.0,1,39.7723,0,0.0
2.2333333333333334,1,1254.9353,0,0.0,0,0.0,1,42.6423,0,0.0
2.25,1,1255.3022,0,0.0,0,0.0,1,42.8438,0,0.0
2.2666666666666666,1,1255.1385,0,0.0,0,0.0,1,41.9854,0,0.0
2.283333333333333,1,1253.4204,0,0.0,0,0.0,1,46.241,0,0.0
2.3,1,1253.8524,0,0.0,0,0.0,1,41.0458,0,0.0
2.316666666666667,1,1254.9911,0,0.0,0,0.0,1,48.2764,0,0.0
2.3333333333333335,1,1256.2969,0,0.0,0,0.0,1,42.6604,0,0.0
2.35,1,1255.9388,0,0.0,0,0.0,1,40.2536,0,0.0
2.3666666666666667,1,1255.4489,0,0.0,0,0.0,1,39.5933,0,0.0
2.3833333333333333,1,1256.2842,0,0.0,0,0.0,1,39.9596,0,0.0
2.4,1,1255.3485,0,0.0,0,0.0,1,39.219,0,0.0
2.4166666666666665,1,1253.1191,0,0.0,0,0.0,1,38.298,0,0.0
2.433333333333333,1,1254.6846,0,0.0,0,0.0,1,43.8561,0,0.0
2.45,1,1256.6858,0,0.0,0,0.0,1,40.7072,0,0.0
2.466666666666667,1,1259.2672,0,0.0,0,0.0,1,39.5227,0,0.0
2.4833333333333334,1,1259.0336,0,0.0,0,0.0,1,42.2533,0,0.0
2.5,1,1257.3732,0,0.0,0,0.0,1,39.8994,0,0.0
2.5166666666666666,1,1256.5946,0,0.0,0,0.0,1,38.8491,0,0.0
2.533333333333333,1,1257.0129,0,0.0,0,0.0,1,39.0386,0,0.0
2.55,1,1259.0177,0,0.0,0,0.0,1,39.7378,0,0.0
2.566666666666667,1,1258.666,0,0.0,0,0.0,1,38.6527,0,0.0
2.5833333333333335,1,1257.795,0,0.0,0,0.0,1,40.517,0,0.0
2.6,1,1258.2109,0,0.0,0,0.0,1,38.4759,0,0.0
2.6166666666666667,1,1258.9534,0,0.0,0,0.0,1,38.8289,0,0.0
2.6333333333333333,1,1258.0258,0,0.0,0,0.0,1,38.0077,0,0.0
2.65,1,1262.7008,0,0.0,0,0.0,1,40.6708,0,0.0
2.6666666666666665,1,1259.8801,0,0.0,0,0.0,1,38.9324,0,0.0
2.683333333333333,1,1259.723,0,0.0,0,0.0,1,39.3394,0,0.0
2.7,1,1259.5751,0,0.0,0,0.0,1,39.0511,0,0.0
2.716666666666667,1,1259.2651,0,0.0,0,0.0,1,38.0398,0,0.0
2.7333333333333334,1,1258.1769,0,0.0,0,0.0,1,39.3721,0,0.0
2.75,1,1256.39,0,0.0,0,0.0,1,39.806,0,0.0
2.7666666666666666,1,1254.3718,0,0.0,0,0.0,1,39.961,0,0.0
2.783333333333333,1,1259.7914,0,0.0,0,0.0,1,38.3454,0,0.0
2.8,1,1259.8865,0,0.0,0,0.0,1,51.5561,0,0.0
2.816666666666667,1,1259.7233,0,0.0,0,0.0,1,45.1463,0,0.0
2.8333333333333335,1,1260.4302,0,0.0,0,0.0,1,42.7586,0,0.0
2.85,1,1260.333,0,0.0,0,0.0,1,39.7675,0,0.0
2.8666666666666667,1,1258.5446,0,0.0,0,0.0,1,37.6224,0,0.0
2.8833333333333333,1,1258.3595,0,0.0,0,0.0,1,38.485,0,0.0
2.9,1,1258.665,0,0.0,0,0.0,1,38.8384,0,0.0
2.9166666666666665,1,1259.1025,0,0.0,0,0.0,1,38.9443,0,0.0
2.933333333333333,1,1259.9001,0,0.0,0,0.0,1,39.3309,0,0.0
2.95,1,1261.2706,0,0.0,0,0.0,1,41.149,0,0.0
2.966666666666667,1,1259.7212,0,0.0,0,0.0,1,46.6119,0,0.0
2.9833333333333334,1,1256.2164,0,0.0,0,0.0,1,40.2245,0,0.0
3.0,1,1256.6023,0,0.0,0,0.0,1,41.0384,0,0.0
3.0166666666666666,1,1256.3405,0,0.0,0,0.0,1,46.3673,0,0.0
3.033333333333333,1,1257.0487,0,0.0,0,0.0,1,41.8365,0,0.0
3.05,1,1257.4067,0,0.0,0,0.0,1,46.526,0,0.0
3.066666666666667,1,1259.1404,0,0.0,0,0.0,1,42.2008,0,0.0
3.0833333333333335,1,1259.5464,0,0.0,0,0.0,1,39.7166,0,0.0
3.1,1,1259.3683,0,0.0,0,0.0,1,39.5219,0,0.0
3.1166666666666667,1,1257.5662,0,0.0,0,0.0,1,38.7047,0,0.0
3.1333333333333333,1,1256.8834,0,0.0,0,0.0,1,38.835,0,0.0
3.15,1,1258.2554,0,0.0,0,0.0,1,38.7147,0,0.0
3.1666666666666665,1,1259.5909,0,0.0,0,0.0,1,39.0279,0,0.0
3.183333333333333,1,1259.4703,0,0.0,0,0.0,1,38.8376,0,0.0
3.2,1,1258.9124,0,0.0,0,0.0,1,38.1283,0,0.0
3.216666666666667,1,1260.1033,0,0.0,0,0.0,1,38.0711,0,0.0
3.2333333333333334,1,1259.1404,0,0.0,0,0.0,1,39.0126,0,0.0
3.25,1,1258.1051,0,0.0,0,0.0,1,45.3979,0,0.0
3.2666666666666666,1,1258.5983,0,0.0,0,0.0,1,43.9363,0,0.0
3.283333333333333,1,1258.6058,0,0.0,0,0.0,1,46.4397,0,0.0
3.3,1,1258.4012,0,0.0,0,0.0,1,45.6023,0,0.0
3.316666666666667,1,1259.0586,0,0.0,0,0.0,1,48.2159,0,0.0
3.3333333333333335,1,1259.6479,0,0.0,0,0.0,1,44.7188,0,0.0
3.35,1,1259.0212,0,0.0,0,0.0,1,46.1566,0,0.0
3.3666666666666667,1,1258.4869,0,0.0,0,0.0,1,42.256,0,0.0
3.3833333333333333,1,1259.5878,0,0.0,0,0.0,1,38.753,0,0.0
3.4,1,1259.3057,0,0.0,0,0.0,1,38.6431,0,0.0
3.4166666666666665,1,1258.9135,0,0.0,0,0.0,1,46.9402,0,0.0
3.433333333333333,1,1259.8046,0,0.0,0,0.0,1,42.1325,0,0.0
3.45,1,1259.8602,0,0.0,0,0.0,1,54.3077,0,0.0
3.466666666666667,1,1260.0852,0,0.0,0,0.0,1,60.583,0,0.0
3.4833333333333334,1,1260.4604,0,0.0,0,0.0,1,60.7342,0,0.0
3.5,1,1258.4728,0,0.0,0,0.0,1,61.1255,0,0.0
3.5166666666666666,1,1257.8536,0,0.0,0,0.0,1,57.0807,0,0.0
3.533333333333333,1,1258.5896,0,0.0,0,0.0,1,58.4601,0,0.0
3.55,1,1259.3993,0,0.0,0,0.0,1,59.7497,0,0.0
3.566666666666667,1,1257.0906,0,0.0,0,0.0,1,57.6438,0,0.0
3.5833333333333335,1,1257.3264,0,0.0,0,0.0,1,60.8886,0,0.0
3.6,1,1255.9283,0,0.0,0,0.0,1,57.6042,0,0.0
3.6166666666666667,1,1254.7788,0,0.0,0,0.0,1,56.8248,0,0.0
3.6333333333333333,1,1253.189,0,0.0,0,0.0,1,56.7326,0,0.0
3.65,1,1256.7112,0,0.0,0,0.0,1,51.7616,0,0.0
3.6666666666666665,1,1257.223,0,0.0,0,0.0,1,41.7456,0,0.0
3.683333333333333,1,1256.6913,0,0.0,0,0.0,1,43.5942,0,0.0
3.7,1,1257.2048,0,0.0,0,0.0,1,41.769,0,0.0
3.716666666666667,1,1257.7294,0,0.0,0,0.0,1,39.1626,0,0.0
3.7333333333333334,1,1256.6176,0,0.0,0,0.0,1,39.4214,0,0.0
3.75,1,1254.9059,0,0.0,0,0.0,1,39.4927,0,0.0
3.7666666666666666,1,1255.2185,0,0.0,0,0.0,1,39.8048,0,0.0
3.783333333333333,1,1255.2457,0,0.0,0,0.0,1,39.7139,0,0.0
3.8,1,1255.751,0,0.0,0,0.0,1,40.214,0,0.0
3.816666666666667,1,1257.5287,0,0.0,0,0.0,1,40.0605,0,0.0
3.8333333333333335,1,1257.5604,0,0.0,0,0.0,1,39.0403,0,0.0
3.85,1,1257.5355,0,0.0,0,0.0,1,39.8039,0,0.0
3.8666666666666667,1,1256.4487,0,0.0,0,0.0,1,41.4579,0,0.0
3.8833333333333333,1,1257.647,0,0.0,0,0.0,1,43.3724,0,0.0
3.9,1,1255.0919,0,0.0,0,0.0,1,41.2623,0,0.0
3.9166666666666665,1,1254.1615,0,0.0,0,0.0,1,42.0845,0,0.0
3.933333333333333,1,1254.7422,0,0.0,0,0.0,1,39.9497,0,0.0
3.95,1,1257.3424,0,0.0,0,0.0,1,38.1909,0,0.0
3.966666666666667,1,1259.3561,0,0.0,0,0.0,1,39.2447,0,0.0
3.9833333333333334,1,1259.886,0,0.0,0,0.0,1,39.2659,0,0.0
4.0,1,1258.337,0,0.0,0,0.0,1,40.3204,0,0.0
4.016666666666667,1,1256.9062,0,0.0,0,0.0,1,39.6799,0,0.0
4.033333333333333,1,1255.5027,0,0.0,0,0.0,1,40.7931,0,0.0
4.05,1,1256.4987,0,0.0,0,0.0,1,40.753,0,0.0
4.066666666666666,1,1259.6525,0,0.0,0,0.0,1,43.8056,0,0.0
4.083333333333333,1,1259.7056,0,0.0,0,0.0,1,42.004,0,0.0
4.1,1,1258.7894,0,0.0,0,0.0,1,39.0554,0,0.0
4.116666666666666,1,1258.0012,0,0.0,0,0.0,1,38.4893,0,0.0
4.133333333333334,1,1257.4978,0,0.0,0,0.0,1,38.669,0,0.0
4.15,1,1257.9283,0,0.0,0,0.0,1,38.5693,0,0.0
4.166666666666667,1,1259.2241,0,0.0,0,0.0,1,38.6334,0,0.0
4.183333333333334,1,1259.8136,0,0.0,0,0.0,1,39.2856,0,0.0
4.2,1,1259.4705,0,0.0,0,0.0,1,38.4817,0,0.0
4.216666666666667,1,1259.3561,0,0.0,0,0.0,1,38.3684,0,0.0
4.233333333333333,1,1257.6826,0,0.0,0,0.0,1,39.6396,0,0.0
4.25,1,1257.7135,0,0.0,0,0.0,1,40.0242,0,0.0
4.266666666666667,1,1258.3351,0,0.0,0,0.0,1,43.7993,0,0.0
4.283333333333333,1,1259.7078,0,0.0,0,0.0,1,43.0915,0,0.0
4.3,1,1259.24,0,0.0,0,0.0,1,42.3496,0,0.0
4.316666666666666,1,1258.8633,0,0.0,0,0.0,1,42.2451,0,0.0
4.333333333333333,1,1259.3783,0,0.0,0,0.0,1,40.8322,0,0.0
4.35,1,1256.1356,0,0.0,0,0.0,1,38.5885,0,0.0
4.366666666666666,1,1255.4342,0,0.0,0,0.0,1,39.2111,0,0.0
